date,product,region,customer_id,customer_type,salesperson,quantity,price,discount,revenue
2023-03-11,Product D,South,CUST2442,returning,John Smith,4,71.91621912920692,0.08742965602221743,262.5144353132878
2023-03-11,Product C,West,CUST3969,new,Robert Wilson,2,511.3364105363507,0.004220046858129845,1018.3570938472387
2023-03-11,Product E,West,CUST3212,returning,John Smith,1,1328.8410750729379,0.00950464586616856,1316.210911241951
2023-03-11,Product B,Central,CUST1516,returning,John Smith,4,268.9534208905415,0.026464950499876152,1047.3423276796038
2023-03-11,Product B,West,CUST2931,returning,Mike Brown,2,259.3610544446414,0.08474061349292367,474.76527914966186
2023-03-11,Product A,South,CUST1942,returning,Sarah Johnson,4,88.25780929664802,0.038015014195767,339.6107496933946
2023-03-11,Product C,Central,CUST3415,returning,Sarah Johnson,1,465.75485749851816,0.05355219160859636,440.812664127123
2023-03-11,Product A,South,CUST4369,new,Sarah Johnson,4,113.43638328823819,0.06276198739827059,425.2675617191856
2023-03-11,Product A,South,CUST2780,returning,Emily Davis,4,87.40830046575574,0.07938359121486165,321.87806269118556
2023-03-11,Product B,South,CUST3984,returning,Robert Wilson,3,201.91729107498983,0.07879409206729002,558.0222043561478
2023-03-11,Product A,South,CUST2207,returning,Mike Brown,1,103.55744090250192,0.06492287795409635,96.83419380555024
2023-03-11,Product B,North,CUST1220,new,Mike Brown,1,244.08551127025157,0.06707030741458939,227.71462099390857
2023-03-12,Product B,West,CUST2679,returning,Sarah Johnson,1,211.2098510350759,0.044891172259279015,201.72839322940365
2023-03-12,Product B,South,CUST1872,returning,Robert Wilson,2,238.41941849259774,0.07790939433817705,439.6886119987582
2023-03-12,Product A,North,CUST2855,new,Mike Brown,4,106.54937442775754,0.07029917261468195,396.2361662514969
2023-03-12,Product C,East,CUST3597,returning,Emily Davis,2,563.3915374788525,0.080426115437845,1036.1602892977467
2023-03-12,Product A,West,CUST2040,returning,Robert Wilson,1,96.24439922010232,0.0750669014281655,89.0196303908339
2023-03-12,Product A,Central,CUST1256,returning,Mike Brown,1,111.96952376813832,0.04686516369963853,106.72205370737395
2023-03-12,Product A,North,CUST4816,returning,Emily Davis,4,116.8567733950531,0.015828305069937366,460.02851494507064
2023-03-12,Product B,South,CUST3604,new,John Smith,2,298.15790297645947,0.00031216513564096275,596.1296569484688
2023-03-12,Product C,North,CUST1203,new,John Smith,2,483.4896567792925,0.08246263528008929,887.2396511012123
2023-03-12,Product B,West,CUST1866,new,Mike Brown,4,299.07125586231047,0.0854568664032641,1094.0542540201143
2023-03-12,Product E,West,CUST4806,new,Sarah Johnson,1,1401.5676920273604,0.039238210093272136,1346.5726844676483
2023-03-12,Product A,Central,CUST4536,new,John Smith,1,91.4111198776352,0.0014868974345519704,91.27520091799963
2023-03-12,Product A,East,CUST1328,returning,Robert Wilson,3,113.54818098135438,0.060461271350522164,320.04874079904755
2023-03-12,Product A,Central,CUST2667,returning,John Smith,2,100.29576375379843,0.0325707335086999,194.05811432104386
2023-03-12,Product C,Central,CUST2859,returning,Mike Brown,1,594.1809422899738,0.07906029647697554,547.2048208315598
2023-03-12,Product A,South,CUST1492,new,Emily Davis,1,119.55502848550172,0.0729426093982715,110.83437274108455
2023-03-12,Product D,South,CUST4633,returning,Emily Davis,4,80.1683648842224,0.05103927213487067,304.30651956915585
2023-03-12,Product A,North,CUST4539,returning,John Smith,3,100.24145080909923,0.031817520950870315,291.1560490435053
2023-03-12,Product A,West,CUST2961,returning,Mike Brown,3,84.81361760972209,0.0122583156507183,251.32183654074836
2023-03-12,Product A,North,CUST2205,returning,Emily Davis,4,103.8663156798836,0.03650939202318059,400.29687857089317
2023-03-12,Product C,North,CUST3182,returning,Sarah Johnson,4,513.0144566073387,0.03097281837275319,1988.4998120809717
2023-03-13,Product A,East,CUST3098,returning,Sarah Johnson,2,110.81925812476119,0.08129284053939372,203.62089169066215
2023-03-13,Product C,Central,CUST1309,new,Sarah Johnson,3,579.9714563698391,0.09363427533982278,1576.9987480046027
2023-03-13,Product E,North,CUST4357,returning,Emily Davis,3,1775.6279126321685,0.08936486490904809,4850.847492273179
2023-03-13,Product D,Central,CUST3088,returning,Robert Wilson,4,84.23814090042849,0.0716325343476028,312.8157975160014
2023-03-13,Product D,Central,CUST3970,returning,John Smith,2,79.61703439107772,0.027024887506171415,154.93078598616773
2023-03-13,Product C,Central,CUST3599,new,Sarah Johnson,4,410.9369241506731,0.09308328641758075,1490.7422589615853
2023-03-13,Product B,West,CUST4237,returning,Mike Brown,1,284.19306744792533,0.03430440057930102,274.44399462033135
2023-03-13,Product A,Central,CUST4240,returning,John Smith,1,100.12273290528113,0.07982729965463056,92.1302055034107
2023-03-13,Product D,North,CUST4285,returning,John Smith,1,76.97589220678859,0.07295169285731222,71.36037056110138
2023-03-13,Product D,South,CUST3514,returning,Emily Davis,3,65.28583218492743,0.03946600879499458,188.12778287318562
2023-03-13,Product A,East,CUST1390,returning,Sarah Johnson,3,98.58757873780661,0.08424569861184136,270.8459978777705
2023-03-13,Product A,North,CUST1117,returning,Robert Wilson,2,110.19760800633316,0.07336218292879469,204.22654185891386
2023-03-13,Product A,South,CUST4580,returning,Robert Wilson,4,103.07836600483917,0.0398565961600054,395.88005279260426
2023-03-13,Product B,North,CUST1062,new,Robert Wilson,4,271.2029357054451,0.09257516930553056,984.3851120654264
2023-03-13,Product B,South,CUST2759,new,John Smith,2,257.7122269914442,0.07357179867781098,477.5037498208387
2023-03-13,Product A,South,CUST2959,new,Mike Brown,3,87.95667254948899,0.09182581679413064,239.63993775041482
2023-03-13,Product B,North,CUST2253,returning,Emily Davis,4,246.50353247306728,0.012099976751206644,974.0833818442114
2023-03-13,Product D,Central,CUST1529,returning,Robert Wilson,1,70.6909991326517,0.020928776153011988,69.21152303577166
2023-03-13,Product E,South,CUST2165,returning,Sarah Johnson,3,1514.8900502188446,0.04340710818159804,4347.399161777306
2023-03-14,Product C,East,CUST2404,returning,Emily Davis,2,402.55129594148616,0.08326832236200513,738.0630497275752
2023-03-14,Product A,South,CUST2050,returning,Robert Wilson,1,111.06427359185562,0.07959131424201565,102.22452209134504
2023-03-14,Product E,North,CUST3809,returning,Mike Brown,3,1452.0433771512985,0.057429353970857355,4105.960392191513
2023-03-14,Product A,North,CUST1806,returning,Sarah Johnson,3,81.42993577863459,0.002424025902238969,243.69764251526854
2023-03-14,Product C,Central,CUST2197,returning,Robert Wilson,3,493.47145766632235,0.022150105085385275,1447.6230390671253
2023-03-14,Product A,East,CUST1148,returning,Mike Brown,1,89.67058029918726,0.08178506634148325,82.33686594053894
2023-03-14,Product E,North,CUST1111,returning,Mike Brown,4,1670.1503368457302,0.02685000761974954,6501.227150301181
2023-03-14,Product D,East,CUST3462,new,Sarah Johnson,4,69.2929374955556,0.03345209741432973,267.8997736013169
2023-03-14,Product E,South,CUST1956,new,Robert Wilson,3,1600.4106978302375,0.09220488021271073,4358.53506343698
2023-03-14,Product A,East,CUST2928,returning,Mike Brown,3,92.25378300808586,0.053655467101079934,261.911589566836
2023-03-14,Product A,East,CUST4729,new,Mike Brown,3,119.84051133528992,0.05823574550639659,338.58452944743465
2023-03-14,Product B,South,CUST1597,new,John Smith,1,258.89436485073486,0.0651489153529613,242.02767778971565
2023-03-15,Product B,Central,CUST2464,returning,John Smith,4,237.8642383404094,0.027544667979050908,925.249387484932
2023-03-15,Product A,North,CUST4411,returning,John Smith,1,118.62612699065649,0.0009846825012010951,118.50931791922353
2023-03-15,Product A,West,CUST3074,returning,Sarah Johnson,2,96.94162308966033,0.010609204994795209,191.8262990755479
2023-03-15,Product C,Central,CUST1812,returning,Mike Brown,3,569.4710107818734,0.07368051067209991,1582.536287683524
2023-03-15,Product B,East,CUST2341,returning,Emily Davis,2,255.45968855459898,0.08097885286881047,469.5457120424479
2023-03-15,Product B,East,CUST1260,returning,Sarah Johnson,3,249.5819472648539,0.018492601877281745,734.8995830349847
2023-03-15,Product C,North,CUST1900,returning,Robert Wilson,3,553.1568585431448,0.05301155650353154,1571.4994574435068
2023-03-15,Product A,West,CUST4148,new,Mike Brown,2,104.35996444207714,0.058751247942677914,196.45737259170323
2023-03-15,Product B,North,CUST3652,new,Robert Wilson,3,252.51408517696294,0.031327601113817875,733.8102739227553
2023-03-15,Product D,East,CUST4152,returning,Sarah Johnson,2,80.47934646879395,0.07139145840836343,149.46761710526954
2023-03-15,Product B,Central,CUST2877,returning,Mike Brown,1,285.76603970422565,0.07516797670314233,264.28558468918914
2023-03-15,Product B,West,CUST3604,returning,Emily Davis,1,295.0343476513905,0.028866630267546045,286.5177002215112
2023-03-15,Product E,Central,CUST3889,returning,John Smith,2,1317.3423882609138,0.09306625039671307,2389.4845433936393
2023-03-15,Product C,West,CUST2248,new,Mike Brown,1,443.8118346119767,0.007714437408606101,440.3880759926639
2023-03-15,Product E,North,CUST3280,returning,Sarah Johnson,4,1735.9599817602464,0.09429127113917565,6289.09643373333
2023-03-15,Product B,East,CUST3875,returning,John Smith,3,209.36574526074747,0.02722856607081342,610.9950486988505
2023-03-15,Product D,North,CUST3872,returning,Sarah Johnson,1,63.738426231225645,0.014741278363398336,62.79884034770622
2023-03-15,Product C,North,CUST2141,new,John Smith,4,512.6253187784093,0.004779970965774927,2040.6999385533095
2023-03-15,Product C,West,CUST2273,returning,Sarah Johnson,1,442.9275925808857,0.08059701286709539,407.22895170245243
2023-03-15,Product B,East,CUST3181,returning,Sarah Johnson,4,273.89282961309544,0.016249841547444143,1077.768458123606
2023-03-15,Product C,Central,CUST4860,returning,Robert Wilson,2,498.5043708041017,0.044797519213852666,952.3452233496308
2023-03-15,Product D,North,CUST1823,new,Emily Davis,2,80.69104604585606,0.006091222687152709,160.3990778310629
2023-03-15,Product D,South,CUST1497,returning,Sarah Johnson,4,63.784592888634506,0.06415796812433942,238.76921204504612
2023-03-15,Product B,East,CUST1568,new,Sarah Johnson,2,241.12523984788692,0.09173489015067489,438.01128491577174
2023-03-15,Product C,South,CUST2334,new,Emily Davis,3,405.09453834702146,0.09471706168433941,1100.175521911253
2023-03-15,Product A,Central,CUST2880,new,Sarah Johnson,1,94.94265144156321,0.08174124552691106,87.18192085910246
2023-03-15,Product B,Central,CUST1362,returning,Robert Wilson,4,238.81214567684972,0.09693612449957761,862.6504871660294
2023-03-16,Product C,South,CUST2945,returning,Sarah Johnson,4,557.2643612272154,0.028013411877537975,2166.6139406059374
2023-03-16,Product B,North,CUST3844,returning,John Smith,4,286.84761512027694,0.06507883208469019,1072.7196293678824
2023-03-16,Product C,East,CUST2677,returning,Sarah Johnson,3,485.7450283502963,0.007433155136034587,1446.4032305940332
2023-03-16,Product B,West,CUST3489,returning,Robert Wilson,3,222.84089615674387,0.020165521126689224,655.0415800722141
2023-03-16,Product E,East,CUST3520,returning,Mike Brown,2,1574.0628802164672,0.09728566047103429,2841.858266583339
2023-03-16,Product B,North,CUST4504,returning,Sarah Johnson,3,218.0355968281652,0.05598931015359494,617.4838025184866
2023-03-16,Product A,East,CUST1552,returning,Mike Brown,4,114.09755542567493,0.0762571112791553,421.5872217795986
2023-03-16,Product A,South,CUST3060,new,Emily Davis,4,85.94690254784729,0.01711847438351253,337.9024907929589
2023-03-16,Product A,South,CUST2576,returning,Sarah Johnson,1,103.30275636859245,0.04971672807176857,98.166881321151
2023-03-16,Product A,East,CUST1850,returning,Emily Davis,1,109.1083807362895,0.01815079616214955,107.12797675796291
2023-03-16,Product C,South,CUST3877,new,Robert Wilson,3,541.5724206908408,0.037549862202072015,1563.7093527643715
2023-03-16,Product C,East,CUST1166,returning,Sarah Johnson,2,403.6120439519921,0.04082375193462987,774.2701719837341
2023-03-16,Product A,Central,CUST2843,returning,Mike Brown,2,102.44027345659683,0.05323043638481663,193.97466599424448
2023-03-16,Product C,East,CUST2550,new,Mike Brown,3,478.9550633543366,0.08056753790427042,1321.1004993992815
2023-03-16,Product C,North,CUST1456,returning,John Smith,3,546.8544061061431,0.039434114635066436,1575.869060301187
2023-03-16,Product B,East,CUST3745,returning,John Smith,3,237.00892800699708,0.09081895956965029,646.4520712700504
2023-03-16,Product B,South,CUST4452,returning,Sarah Johnson,3,266.1447816613101,0.019668855823121313,782.730054968213
2023-03-16,Product C,West,CUST2939,new,Robert Wilson,1,587.717119155701,0.007973855742946135,583.0307476298935
2023-03-16,Product A,North,CUST3335,returning,Sarah Johnson,4,95.66148398406517,0.0866691348399395,349.48234371864606
2023-03-16,Product C,South,CUST2473,new,John Smith,3,426.6937758564257,0.03012312947939082,1241.5212719947574
2023-03-16,Product A,Central,CUST4641,returning,Mike Brown,1,119.24117956460303,0.03276549636836156,115.33418312861988
2023-03-16,Product B,South,CUST1757,returning,Emily Davis,3,253.0473187197792,0.07296784136472413,703.7490063289968
2023-03-16,Product C,Central,CUST2781,new,John Smith,1,553.4556602107297,0.03206992850413228,535.7063767575643
2023-03-16,Product C,South,CUST2281,new,Sarah Johnson,4,527.6006470432496,0.011158231313324142,2086.8542279299263
2023-03-16,Product A,East,CUST2501,new,Robert Wilson,3,118.487436379672,0.07588888501404467,328.48667083393843
2023-03-16,Product A,Central,CUST2908,returning,John Smith,4,119.02419874356447,0.056910698036280384,449.001794039437
2023-03-16,Product C,West,CUST1104,new,Robert Wilson,2,588.4668989870074,0.008843758733550245,1166.5252794193716
2023-03-16,Product E,North,CUST2595,returning,Robert Wilson,3,1292.0188964494475,0.07869686484367422,3571.023179940277
2023-03-17,Product E,West,CUST2299,returning,Sarah Johnson,4,1218.203548090991,0.02854052903028416,4733.74149744762
2023-03-17,Product B,West,CUST3345,returning,Robert Wilson,3,210.61254185649025,0.03133676944572782,612.0378755698641
2023-03-17,Product B,North,CUST4952,new,Emily Davis,2,219.88285302864801,0.00868629079861828,435.94577325122265
2023-03-17,Product A,West,CUST1412,returning,Robert Wilson,2,82.34146400320202,0.08749394056026714,150.27416969212098
2023-03-17,Product A,South,CUST4756,returning,Sarah Johnson,2,85.50913206068564,0.03038071257363676,165.82260739425763
2023-03-17,Product A,East,CUST2791,returning,Sarah Johnson,4,94.23873563328947,0.04246790124184585,360.946457261034
2023-03-17,Product A,Central,CUST3788,new,Robert Wilson,2,84.7462281278501,0.08908267535742687,154.39361479954079
2023-03-17,Product B,Central,CUST2588,returning,Emily Davis,2,257.6967310468371,0.03238955525803792,498.7000970735597
2023-03-17,Product C,West,CUST4595,returning,Emily Davis,4,540.1517334879433,0.03885311480060421,2076.6606247079635
2023-03-17,Product C,Central,CUST1669,returning,Emily Davis,1,533.4426583483814,0.010812335247709604,527.6748974908893
2023-03-17,Product C,North,CUST3925,returning,Mike Brown,4,462.49766522857095,0.03719947597891619,1781.1719777623837
2023-03-17,Product B,North,CUST4666,new,John Smith,1,216.1597955958021,0.05795363691499811,203.6325492862228
2023-03-17,Product C,North,CUST1418,returning,Sarah Johnson,1,488.30945777596605,0.09118724848450076,443.7818619124172
2023-03-17,Product B,East,CUST2309,returning,Mike Brown,3,204.54865414722747,0.07384839721861057,568.3291916556924
2023-03-17,Product C,Central,CUST2295,returning,John Smith,1,422.096725593613,0.003820278375739106,420.48419860035744
2023-03-17,Product A,North,CUST4190,returning,Emily Davis,1,103.02080867864495,0.0001931914291505188,103.00090594138409
2023-03-17,Product A,Central,CUST2583,returning,Emily Davis,4,106.06719179513708,0.08571929535868057,387.9007474151356
2023-03-17,Product E,Central,CUST1994,returning,Robert Wilson,2,1654.4814304338618,0.02705217801718466,3219.4482085032773
2023-03-17,Product E,West,CUST3164,returning,Sarah Johnson,1,1390.7758989957706,0.028733033322764945,1350.8146887454268
2023-03-17,Product C,Central,CUST1583,returning,Robert Wilson,4,438.7477866049622,0.03796308674856344,1688.3662652853513
2023-03-18,Product C,North,CUST1687,returning,Robert Wilson,2,456.577181957273,0.09758708627835366,824.0422902177621
2023-03-18,Product A,West,CUST3503,returning,Robert Wilson,1,104.14343150632823,0.0850317708157599,95.28793110651534
2023-03-18,Product D,East,CUST1570,new,Sarah Johnson,3,64.01924600249343,0.009843470904498976,190.16722325141976
2023-03-18,Product C,Central,CUST2584,new,John Smith,4,425.807281777885,0.02929252034031229,1653.337253261413
2023-03-18,Product A,North,CUST3391,returning,Robert Wilson,3,89.75370919864422,0.07372276772498268,249.41045202881077
2023-03-18,Product B,West,CUST4700,returning,Emily Davis,2,248.42661981097257,1.8519529544280824e-05,496.8440381336948
2023-03-18,Product C,Central,CUST3512,new,Sarah Johnson,3,524.7544381301706,0.024296845845457063,1536.0136813206072
2023-03-18,Product C,North,CUST4176,returning,Sarah Johnson,4,577.0030649094517,0.0018646586414782897,2303.708604633235
2023-03-18,Product E,West,CUST1239,returning,Sarah Johnson,3,1577.0536973506034,0.05523380134555028,4469.841080159625
2023-03-18,Product E,North,CUST3389,returning,Robert Wilson,1,1412.5476019135465,0.029064296930653113,1371.492898982849
2023-03-18,Product B,East,CUST1402,returning,Emily Davis,3,254.00291922606877,0.0041821623786465366,758.8219133196453
2023-03-18,Product A,Central,CUST4868,returning,Robert Wilson,1,91.31790272149325,0.09650316229099189,82.50543633508798
2023-03-18,Product E,East,CUST2515,new,Sarah Johnson,3,1757.9151003003365,0.08669410428305124,4816.542675822446
2023-03-18,Product A,Central,CUST2295,returning,Robert Wilson,4,103.32780647532185,0.0702791021377846,384.2640840414778
2023-03-19,Product B,North,CUST1671,returning,Emily Davis,4,254.34058521982638,0.02988631887868677,986.9571255446194
2023-03-19,Product E,West,CUST4499,returning,John Smith,2,1767.4648302050764,0.07059904029619934,3285.367018870626
2023-03-19,Product A,Central,CUST2062,returning,Mike Brown,2,101.1933555584828,0.09893406378396238,182.36377133029336
2023-03-19,Product A,West,CUST3025,returning,Emily Davis,2,118.47552954902831,0.0770437802792337,218.69545376397423
2023-03-19,Product C,Central,CUST2249,returning,Mike Brown,4,531.5577560072372,0.07286151567927769,1971.3106089338971
2023-03-19,Product A,East,CUST4737,new,Sarah Johnson,3,96.73797988701833,0.06164608782287975,272.3233856492856
2023-03-19,Product B,East,CUST3513,returning,Emily Davis,1,282.621737577522,0.07765574717852201,260.6745353770474
2023-03-19,Product B,South,CUST2674,new,Sarah Johnson,4,290.8437547872265,0.07354365938921863,1077.8161629986932
2023-03-19,Product A,South,CUST4164,returning,Robert Wilson,2,117.85057972012328,0.030998013643547,228.39489168411794
2023-03-19,Product B,Central,CUST1068,new,Mike Brown,3,235.54366807245313,0.0747740385641692,653.7933502573729
2023-03-19,Product B,North,CUST2977,returning,Emily Davis,4,217.1856869750465,0.008892952275502386,861.0170601034209
2023-03-19,Product C,North,CUST2556,new,Mike Brown,4,557.7163530216942,0.06581624765263336,2084.0382216451794
2023-03-19,Product E,East,CUST3825,returning,Mike Brown,4,1357.5434228615743,0.04537537602503536,5183.777518315667
2023-03-19,Product C,South,CUST3008,returning,Robert Wilson,2,486.5946099679412,0.010207492476609792,963.2553982950692
2023-03-19,Product B,Central,CUST2399,new,Emily Davis,1,269.8074338478649,0.06495324310653898,252.2825660051931
2023-03-19,Product A,North,CUST1559,returning,Robert Wilson,2,108.76091281734404,0.04699784346577945,207.29876892311844
2023-03-20,Product B,South,CUST4984,returning,Mike Brown,1,247.71297673956832,0.018772807549827367,243.06270869964155
2023-03-20,Product A,South,CUST1045,returning,Robert Wilson,2,108.55603733586392,0.07892906546771047,199.97562151613258
2023-03-20,Product D,East,CUST2662,returning,John Smith,2,80.81273761047225,0.016554079482308727,158.94991425777107
2023-03-20,Product A,North,CUST3556,new,Robert Wilson,1,108.71042179264923,0.022024387740286058,106.31614131167788
2023-03-20,Product A,East,CUST2625,new,John Smith,2,118.49400533753112,0.02855250717153396,230.22140880069495
2023-03-20,Product C,North,CUST2934,returning,Emily Davis,3,496.60237110967574,0.07060581146380308,1384.6180731678853
2023-03-20,Product A,South,CUST3331,returning,Mike Brown,4,102.10013905046176,0.07170479387071048,379.1162785027101
2023-03-20,Product C,West,CUST2952,returning,Emily Davis,2,560.6012060918002,0.0010670127006162766,1120.006074969839
2023-03-20,Product D,Central,CUST2789,returning,Robert Wilson,1,84.38270559891478,0.046214047326990075,80.48303924878707
2023-03-20,Product B,East,CUST1724,new,Robert Wilson,4,298.20773786356307,0.04479954546688682,1139.3926670102676
2023-03-20,Product A,Central,CUST1806,new,John Smith,2,93.93911903182621,0.08319900531103475,172.24695553716674
2023-03-20,Product B,Central,CUST1847,returning,Sarah Johnson,4,235.72419681701362,0.04595995496382236,899.561293389682
2023-03-20,Product A,Central,CUST1859,returning,Sarah Johnson,3,104.41575466576214,0.08322379415612284,287.17763817840756
2023-03-20,Product B,West,CUST3206,new,John Smith,1,269.70911382607585,0.08817225235162607,245.92825378026964
2023-03-20,Product C,South,CUST2834,new,Mike Brown,3,552.5306979822968,0.02448395508095206,1617.0076835761538
2023-03-20,Product A,Central,CUST3386,returning,Robert Wilson,4,107.84885744485089,0.05435396465750758,407.9473778357636
2023-03-20,Product D,East,CUST3004,returning,Robert Wilson,4,72.82213281682802,0.020518283339516077,285.31179064921787
2023-03-21,Product B,East,CUST1646,new,Mike Brown,1,296.54106993686116,0.08818548008206828,270.3904533204289
2023-03-21,Product C,East,CUST2649,returning,John Smith,4,558.5406811561503,0.004915262872471038,2223.1812275331954
2023-03-21,Product C,East,CUST4057,new,John Smith,1,557.9949519139666,0.08479716933125904,510.67855949053023
2023-03-21,Product A,East,CUST1173,new,Sarah Johnson,4,86.21106412709322,0.02449535083659561,336.39717546121534
2023-03-21,Product E,South,CUST2885,returning,Robert Wilson,4,1354.098944740235,0.06637983920426684,5056.856298086844
2023-03-21,Product D,East,CUST3024,new,Mike Brown,2,65.8532646007263,0.04371481050450347,125.94900323520527
2023-03-21,Product E,West,CUST3596,returning,Robert Wilson,1,1474.3899659356923,0.016277610102536876,1450.3904209310983
2023-03-21,Product A,East,CUST1786,returning,Mike Brown,1,98.83683305670542,0.07416030197372087,91.5070636710939
2023-03-21,Product B,East,CUST2681,returning,Emily Davis,4,278.5752723886733,0.06485341590333425,1042.0348575522642
2023-03-21,Product A,South,CUST4118,returning,Mike Brown,2,116.54678389770878,0.04401484472241325,222.83399060310896
2023-03-21,Product A,West,CUST2494,returning,Mike Brown,4,119.71323301778787,0.006709373262987872,475.6401290118099
2023-03-21,Product A,North,CUST1460,new,Sarah Johnson,3,110.33539086359671,0.06590346810990014,309.1917178512729
2023-03-21,Product D,West,CUST3404,returning,Mike Brown,3,84.0802743757886,0.04818733839449903,240.08600922642046
2023-03-21,Product A,Central,CUST2093,returning,Mike Brown,2,97.4868819824071,0.044727296815712206,186.25311455268334
2023-03-21,Product B,East,CUST1579,returning,John Smith,1,266.1524324146175,0.053160074901789346,252.00374917216303
2023-03-21,Product D,West,CUST3916,returning,John Smith,2,68.11045771486754,0.05085274317735725,129.29370820200225
2023-03-22,Product E,Central,CUST4184,returning,Robert Wilson,3,1420.279701186159,0.04339352496313738,4075.9462755543004
2023-03-22,Product A,East,CUST1213,new,Mike Brown,4,104.30783613990431,0.07028664440501013,387.9055534099312
2023-03-22,Product D,Central,CUST3645,returning,Robert Wilson,1,89.2304836957209,0.04382986080331659,85.31952401592484
2023-03-22,Product A,North,CUST4201,new,Emily Davis,1,104.24809014441327,0.04280193524396439,99.78607014074514
2023-03-22,Product A,Central,CUST2675,returning,Sarah Johnson,1,116.05599764916931,0.04553641345615005,110.77122375615076
2023-03-22,Product C,East,CUST2509,returning,John Smith,1,497.8645494950243,0.012818511029909786,491.48266727592124
2023-03-22,Product C,North,CUST4994,returning,John Smith,2,476.7582511813695,0.03166024348274129,923.3279377331228
2023-03-22,Product E,Central,CUST2618,returning,Mike Brown,1,1399.9450443304368,0.04703715673848666,1334.0956098549984
2023-03-22,Product A,South,CUST3255,new,Mike Brown,2,114.33881010393053,0.011001772112754361,226.1617611430472
2023-03-22,Product A,Central,CUST4329,returning,Robert Wilson,2,100.9875364837391,0.06172910760526177,189.50733195468817
2023-03-22,Product D,Central,CUST4574,returning,Robert Wilson,4,76.8443383121003,0.08369278328446238,281.6520870364311
2023-03-22,Product A,Central,CUST1974,new,Sarah Johnson,4,119.78102993532134,0.01582407418152627,471.54242412834077
2023-03-22,Product A,East,CUST2257,returning,John Smith,3,89.9681508236515,0.03498954636473987,260.4606181171723
2023-03-22,Product B,East,CUST1645,returning,Sarah Johnson,1,287.53712633272335,0.07035283401815305,267.30807460978053
2023-03-22,Product D,South,CUST1449,new,John Smith,4,63.76838110560906,0.04046058829468631,244.75309956590542
2023-03-23,Product C,North,CUST3938,returning,John Smith,1,480.94117486583406,0.03204868976555473,465.52764035707753
2023-03-23,Product D,Central,CUST4237,returning,John Smith,2,86.67391607114574,0.04281135697472417,165.92657621965327
2023-03-23,Product A,South,CUST1122,new,Robert Wilson,4,99.34088269459886,0.05918079076633259,373.84724280522806
2023-03-23,Product A,East,CUST4587,returning,John Smith,3,105.35070639193984,0.0008108196886213227,315.7958578949613
2023-03-23,Product A,West,CUST2525,returning,Sarah Johnson,3,88.04691868455603,0.09442295793642562,239.19980455551692
2023-03-23,Product A,South,CUST1791,new,John Smith,1,119.30752958365302,0.07063687718503076,110.8800182692031
2023-03-23,Product B,West,CUST4527,returning,Mike Brown,3,293.36789061329347,0.08064959461052452,809.12366749076
2023-03-23,Product A,West,CUST3429,returning,Sarah Johnson,1,113.9613805313389,0.05595748419558734,107.5843883813492
2023-03-23,Product A,North,CUST3376,returning,Emily Davis,3,81.49015522456786,0.006592888935748231,242.8586990454462
2023-03-23,Product A,East,CUST2159,new,Robert Wilson,1,114.0068778082019,0.011755724912093658,112.66664431460201
2023-03-23,Product B,East,CUST2483,returning,Emily Davis,2,240.18987079559668,0.012729253309507839,474.26486617572317
2023-03-23,Product A,West,CUST2607,new,Sarah Johnson,2,103.75003009628718,0.05335897301104087,196.42807008096943
2023-03-23,Product B,East,CUST2619,returning,Emily Davis,2,232.50576433918152,0.09125842179248231,422.575310455866
2023-03-23,Product B,West,CUST2042,returning,Sarah Johnson,4,234.20226642479815,0.005515659060178546,931.6419462883114
2023-03-23,Product B,South,CUST4682,returning,Robert Wilson,1,200.72199470037177,0.057704186199002507,189.13949534394632
2023-03-24,Product A,South,CUST2216,new,Sarah Johnson,4,91.40532700722835,0.057848235973085894,344.4707603252685
2023-03-24,Product B,East,CUST3912,new,Emily Davis,1,222.47500381773574,0.03939442646905847,213.71072863863446
2023-03-24,Product D,South,CUST2398,returning,John Smith,1,60.46687638776149,0.06818330320328587,56.344045021259134
2023-03-24,Product C,North,CUST2676,returning,John Smith,3,556.8374358464159,0.004511587860145949,1662.9756444923294
2023-03-24,Product A,Central,CUST2201,returning,Sarah Johnson,4,110.852925728674,0.08301925630695714,406.5999931009165
2023-03-24,Product B,Central,CUST3091,returning,Mike Brown,4,209.11373390897072,0.04077392161915949,802.3493876523063
2023-03-24,Product C,North,CUST1768,returning,Robert Wilson,3,544.1786438104194,0.022688591480294486,1595.4959906061124
2023-03-24,Product D,Central,CUST2900,returning,Robert Wilson,3,85.92691806784671,0.011099481392181067,254.91952151899554
2023-03-24,Product A,Central,CUST2417,new,Robert Wilson,1,80.27152696094359,0.00018120338692516615,80.25698148838461
2023-03-24,Product A,Central,CUST1095,returning,Sarah Johnson,3,100.2065607317326,0.08090326995073321,276.2985668940561
2023-03-24,Product A,East,CUST2793,returning,Robert Wilson,2,104.99775081631329,0.07897617737346346,193.41085964805882
2023-03-24,Product A,South,CUST1374,returning,Robert Wilson,2,106.71697894384337,0.013216177752502369,210.61317676182296
2023-03-24,Product D,North,CUST2596,returning,John Smith,4,66.46919288177547,0.08306896051980141,243.7906644899848
2023-03-24,Product D,East,CUST3862,new,John Smith,4,72.82517111140099,0.008464875358462898,288.83486045993703
2023-03-24,Product B,Central,CUST1591,returning,Mike Brown,2,242.2876468466779,0.056266954068430866,457.3097179004153
